id,owner_org_en,title_en,desc_en,link_en,downloads,visits,openness_rating,dataset_format,user_rating_score,user_rating_count
0797e893-751e-4695-8229-a5066e4fe43c,Treasury Board of Canada Secretariat,Access To Information,"All institutions subject to the Access to Information (ATI) Act are required to post summaries of completed ATI requests within thirty calendar days after the end of each month. 

Download ATI summaries from key federal institutions below. Moving forward, summaries from additional institutions will be added and enhancements made to improve the dataset.

Please note: Requests focusing on personal information or third party proprietary information are not included in the dataset.",https://open.canada.ca/data/en/dataset/0797e893-751e-4695-8229-a5066e4fe43c,2193,4833,3,CSV,2.8668099999999996,503
4ed351cf-95d8-4c10-97ac-6b3511f359b7,Treasury Board of Canada Secretariat,Open Data Inventory,"Building a comprehensive data inventory as required by section 6.3 of the Directive on Open Government:

“Establishing and maintaining comprehensive inventories of data and information resources of business value held by the department to determine their eligibility and priority, and to plan for their effective release.”

Creating a data inventory is among the first steps in identifying federal data that is eligible for release.  Departmental data inventories has been published on the Open Government portal, Open.Canada.ca, so that Canadians can see what federal data is collected and have the opportunity to indicate what data is of most interest to them, helping departments to prioritize data releases based on both external demand and internal capacity. 

The objective of the inventory is to provide a landscape of all federal data. While it is recognized that not all data is eligible for release due to the nature of the content, departments are responsible for identifying and including all datasets of business values as part of the inventory exercise with the exception of datasets whose title contains information that should not be released to be released to the public due to security or privacy concerns.  These titles have been excluded from the inventory. 

Departments were provided with an open data inventory template with standardized elements to populate, and upload in the metadata catalogue, the Open Government Registry. These elements are described in the data dictionary file.

Departments are responsible for maintaining up-to-date data inventories that reflect significant additions to their data holdings. 

For purposes of this open data inventory exercise, a dataset is defined as: 
“An organized collection of data used to carry out the business of a department or agency, that can be understood alone or in conjunction with other datasets”.",https://open.canada.ca/data/en/dataset/4ed351cf-95d8-4c10-97ac-6b3511f359b7,2124,3936,3,CSV,3.13999,25
beee0771-dab9-4be8-9b80-f8e8b3fdfd9d,Infrastructure Canada,Infrastructure Canada Projects,This dataset contains a list of infrastructure projects across Canada that have been approved by Infrastructure Canada. The project information listed is based on current information.,https://open.canada.ca/data/en/dataset/beee0771-dab9-4be8-9b80-f8e8b3fdfd9d,2080,3087,3,CSV,3.125,26
d38de914-c94c-429b-8ab1-8776c31643e3,Health Canada,Recalls and Safety Alerts,"Recalls and Safety Alerts provides access to a comprehensive list of recalls, advisories, and safety alerts, including recalls from Health Canada, the Canadian Food Inspection Agency, and Transport Canada.",https://open.canada.ca/data/en/dataset/d38de914-c94c-429b-8ab1-8776c31643e3,2074,4824,3,JSON,2.5611099999999998,45
d0f54727-6c0b-4e5a-aa04-ea1463cf9f4c,Transport Canada,Grade Crossings Inventory ,Information:  The list of grade crossings produced by this system provides an inventory of the location and characteristics of the railway crossings in Canada. It is part of the information that the Railway Safety Oversight Program uses in assessing risk and compliance with applicable regulatory requirements. This information is being made public as part of the Government of Canada’s efforts to increase transparency and openness. Please refer to additional information for further context (PDF). ,https://open.canada.ca/data/en/dataset/d0f54727-6c0b-4e5a-aa04-ea1463cf9f4c,2033,2116,3,CSV,2.63393,28
f8ec9eb8-62d1-487b-83ff-4c407b6cb227,Employment and Social Development Canada,Canada Pension Plan (CPP) Contributors Tables,"Canada Pension Plan (CPP) Contributors Tables are released annually and provide historical statistics on the number of contributors by place of residence and the distribution of contributors by earnings. Although the release is annual, the data are two years in arrears. This is due to ongoing updates of the Canada Revenue Agency T4 files prior to issuing. In order to ensure client confidentiality, an 'X' has been placed where the number of clients  receiving a particular benefit is equal to or below 9. In order to avoid residual disclosure, an 'X' has also been placed where the next number of clients was found, which may be lowest below, equal to, or above 9. This report uses total earnings for each person that may be composed from multiple employers.",https://open.canada.ca/data/en/dataset/f8ec9eb8-62d1-487b-83ff-4c407b6cb227,1934,17273,3,CSV,2.1832599999999998,236
0186868b-a04d-4a0e-962e-bdfbac51bfb3,"Immigration, Refugees and Citizenship Canada","Immigration, Refugees and Citizenship Canada Overview – Quarterly IRCC Updates ","The total number of people granted permanent resident status in Canada by immigration category (permanent residents): family class, economic immigrants, refugees, other immigrants and category not stated; and the total number of Temporary Foreign Worker work permit holders, International Mobility Program work permit holders, foreign students and humanitarian population; and an overview of permanent and temporary residence, passport and Permanent Resident Card applications received and processed by the CIC Operational Network as a whole (all of CIC's Points of Service, in Canada and overseas), with totals for applications received, network outcomes (withdrawn applications and positive or negative decisions regarding applicant eligibility and admissibility) and the total number of authorizations and visas issued for permanent residents. Note that prior to December 31, 2015, processing times for many of our services were displayed by visa office. This was useful when applications for permanent or temporary residence were always processed by the nearest visa office. However, we now have the ability to move applications around our global network to ensure they are processed as efficiently as possible. This means applications may not be processed at the office closest to where the applicant lives. As a result, only overall processing information is now being reported.",https://open.canada.ca/data/en/dataset/0186868b-a04d-4a0e-962e-bdfbac51bfb3,1877,4205,2,XLS,1.77042,196
52e4b14b-597a-4ecf-a184-23a6e69b0d57,"Immigration, Refugees and Citizenship Canada",Express Entry Permanent Residents – Monthly IRCC Updates,"People who have been granted permanent resident status in Canada under the Express Entry system.

Please note that in these datasets, the figures have been suppressed or rounded to prevent the identification of individuals when the datasets are compiled and compared with other publicly available statistics. Values between 0 and 5 are shown as “--“ and all other values are rounded to the nearest multiple of 5. This may result to the sum of the figures not equating to the totals indicated.",https://open.canada.ca/data/en/dataset/52e4b14b-597a-4ecf-a184-23a6e69b0d57,1869,2244,3,CSV,2.78571,21
7ecfee4c-b6f5-45f8-9fd4-16976f55f8d9,Canadian Food Inspection Agency,Honey Authenticity Summary Data - 2018-2019,"The CFIA collected 240 samples of honey from across Canada through targeted sampling and tested them using two techniques. Samples were tested by the CFIA for the addition of C4 sugars using Stable Isotope Ratio Analysis (SIRA), and Nuclear Magnetic Resonance (NMR) analyses were conducted by a contracted laboratory to detect these and other added foreign sugars, including C3 types.

**Additional Information:**

+ CFIA's [Enhanced honey authenticity surveillance (2018 to 2019)](http://inspection.gc.ca/about-the-cfia/science/our-research-and-publications/report/eng/1557531883418/1557531883647) report
+ CFIA's [Compliance and enforcement activities](http://www.inspection.gc.ca/about-the-cfia/accountability/compliance-and-enforcement/eng/1299846323019/1299846384123)",https://open.canada.ca/data/en/dataset/7ecfee4c-b6f5-45f8-9fd4-16976f55f8d9,1767,1954,3,CSV,4.75,4
40e01423-7728-429c-ac9d-2954385ccdfb,Environment and Climate Change Canada,National Pollutant Release Inventory (NPRI) - Bulk Data,"The National Pollutant Release Inventory (NPRI) is Canada's public inventory of pollutant releases (to air, water and land), disposals and transfers for recycling. These files contain data from 1994 to the latest reporting year available. These datasets are in normalized or ‘list’ format and are optimized for pivot table analyses.

•The RELEASES file contains all substance release quantities. 

•The DISPOSALS file contains all on-site and off-site disposal quantities, including Tailings and Waste Rock (TWR).

•The TRANSFERS file contains all quantities transferred for recycling or treatment prior to disposal.

•The COMMENTS file contains all the reporter-provided comments about substances included in their report.

•The GEO LOCATIONS file contains complete location information for all facilities that have reported data to the NPRI.

These files are available in CSV format and contain bulk data from 1994 up to the latest reporting year available.  

Estimation method codes: M1 - Continuous Emission Monitoring M2- Predictive Emission Monitoring M3 - Source Testing C - Mass Balance E1 - Site Specific Emission Factors E2 - Published Emission Factors O - Engineering Estimates NI - No Information Available NA - Not Applicable

More NPRI datasets and mapping products are available here: https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/access.html",https://open.canada.ca/data/en/dataset/40e01423-7728-429c-ac9d-2954385ccdfb,1705,2188,3,CSV,2.82895,57
53105221-7652-47b1-96e2-1f85715a067c,"Immigration, Refugees and Citizenship Canada",Permanent Resident Application Processing – Quarterly IRCC Updates,"Processing of permanent resident applications, including those for economic class, family class and refugees. Note that prior to December 31, 2015, processing times for many of our services were displayed by visa office. This was useful when applications for permanent or temporary residence were always processed by the nearest visa office. However, we now have the ability to move applications around our global network to ensure they are processed as efficiently as possible. This means applications may not be processed at the office closest to where the applicant lives. As a result, only overall processing information is now being reported.",https://open.canada.ca/data/en/dataset/53105221-7652-47b1-96e2-1f85715a067c,1686,2458,2,XLS,3.125,32
80a96113-1f7a-4718-92df-4832cd5eb2ba,Employment and Social Development Canada,Benefits Paid in Countries with which Canada has concluded a Social Security Agreement,"Number and Amount of Benefits Paid Outside Canada to countries with which Canada has concluded a Social Security Agreement to people who have lived or worked in another country.  

",https://open.canada.ca/data/en/dataset/80a96113-1f7a-4718-92df-4832cd5eb2ba,1673,6100,3,CSV,2.4139,90
c52fa839-2454-4709-b316-a6851e157558,Fisheries and Oceans Canada,Canadian Hydrographic Service - Chart Index,"Displays the geographical extent of products produced by the Canadian Hydrographic Service, including: individual paper charts, vector Electronic Navigational Charts (ENC), and digital raster charts collections (BSB).",https://open.canada.ca/data/en/dataset/c52fa839-2454-4709-b316-a6851e157558,1654,3483,3,JSON,3.26327,113
ea8f2c37-90b6-4fee-857e-984d3060184e,Library of Parliament,"History of the Federal Electoral Ridings, 1867-2010","""The History of the Federal Electoral Ridings, 1867-2010"" dataset provides information on the electoral history of Canada since Confederation.

Included you will find the name, gender, occupation, party affiliation, election results of all the candidates to all the federal elections by riding.


The Library of Parliament would appreciate your feedback regarding your use of the data.

Feedback can be sent to the following e-mail address: parlinfo@parl.gc.ca",https://open.canada.ca/data/en/dataset/ea8f2c37-90b6-4fee-857e-984d3060184e,1621,4745,3,CSV,2.69366,71
63858380-265e-4948-8e96-ca50fceca2d7,"Immigration, Refugees and Citizenship Canada",[ARCHIVED] Temporary Resident Application Processing – Quarterly IRCC Updates,"Processing of temporary resident applications, including those for temporary resident visas, study permits and work permits. Note that prior to December 31, 2015, processing times for many of our services were displayed by visa office. This was useful when applications for permanent or temporary residence were always processed by the nearest visa office. However, we now have the ability to move applications around our global network to ensure they are processed as efficiently as possible. This means applications may not be processed at the office closest to where the applicant lives. As a result, only overall processing information is now being reported.",https://open.canada.ca/data/en/dataset/63858380-265e-4948-8e96-ca50fceca2d7,1610,1687,2,XLS,2.85417,24
1fb7d8d4-7713-4ec6-b957-4a882a84fed3,Environment and Climate Change Canada,"Pollutant Release and Transfer Data Reported by Facilities, Single Year Tabular Format - National Pollutant Release Inventory (NPRI)","The National Pollutant Release Inventory (NPRI) is Canada's public inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.  

This file contains the most commonly used NPRI data fields, within a simplified tabular format, including all facility-reported pollutant releases, disposals and transfers for recycling for a given year, listed by facility and substance. 

There are important factors that should be considered prior to the use and interpretation of NPRI data. 

Additional NPRI datasets and mapping products are available here: https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/access.html",https://open.canada.ca/data/en/dataset/1fb7d8d4-7713-4ec6-b957-4a882a84fed3,1537,1958,3,CSV,2.5059,212
6e47f705-71ed-41f0-8fd5-d1a8508a3b63,Immigration and Refugee Board of Canada,Refugee Protection Division (RPD) Decisions,The Refugee Protection Division (RPD) of the Immigration and Refugee Board of Canada (IRB) hears and decides claims for refugee protection made in Canada. This dataset includes information on decisions rendered by the RPD since 2013. ,https://open.canada.ca/data/en/dataset/6e47f705-71ed-41f0-8fd5-d1a8508a3b63,1531,4121,3,CSV,4.33333,6
c1b0f627-8c29-427c-ab73-33968ad9176e,Natural Sciences and Engineering Research Council of Canada,NSERC's Awards Data,Download data on NSERC’s awards and funding results since 1991. ,https://open.canada.ca/data/en/dataset/c1b0f627-8c29-427c-ab73-33968ad9176e,1509,1165,3,CSV,2.66304,115
4ae27978-0931-49ab-9c17-0b119c0ba92f,Treasury Board of Canada Secretariat,"Proactive Disclosure - Annual Expenditures on Travel, Hospitality and Conferences","In accordance with Section 6.4 of the Treasury Board Directive on Management of Expenditures on Travel, Hospitality and Conferences, departments are required to disclose the total annual expenditures for travel, hospitality and conferences.

This dataset consolidates all the Annual Expenditures on Travel, Hospitality and Conferences reports submitted by federal institutions.
",https://open.canada.ca/data/en/dataset/4ae27978-0931-49ab-9c17-0b119c0ba92f,1439,2072,3,CSV,2.5657900000000002,19
6a6e6a79-9e2a-48cc-99ec-163da26d15e9,Library and Archives Canada,Soldiers of the First World War - CEF,"Over 600,000 men and women enlisted in the Canadian Expeditionary Force (CEF) during the First World War (1914-1918) as soldiers, nurses and chaplains. The CEF database is an index to those service files, which are held by Library and Archives Canada.

This is a list that contains data about service files, not the actual service files themselves. To search for full service files by name or regimental number, visit Library and Archives Canada’s database. (​​http://www.bac-lac.gc.ca/eng/discover/military-heritage/first-world-war/first-world-war-1914-1918-cef/Pages/search.aspx)",https://open.canada.ca/data/en/dataset/6a6e6a79-9e2a-48cc-99ec-163da26d15e9,1429,8026,3,XML,2.55648,239
00a331db-121b-445d-b119-35dbbe3eedd9,"Innovation, Science and Economic Development Canada",National Broadband Data,"The National Broadband Data represents coverage information across Canada for existing broadband service providers with their associated technology types. The coverage information is aggregated and deployed over a grid of hexagons, which cover areas of roughly 25 square km each. Broadband Internet service availability is provided for download/upload speed markers (5/1, 10/2, 25/5 and 50/10 Mbps) where more than 75% of total dwellings covered within the hexagon have access to broadband service offerings meeting these markers.

In order to improve the granularity of the broadband data, ISED and the CRTC are providing aggregated and anonymous broadband services data based on the pseudo-household statistical model, hence achieving higher precision in depicting the broadband Internet 
 service availability. This information is available below under the ""NBD PHH Speeds"" resource. For more information on the pseudo-household statistical model, refer to the [Pseudo-Household Demographic Distribution](https://open.canada.ca/data/en/dataset/b3a1d603-19ca-466c-ae95-b5185e56addf ""Pseudo-Household Demographic Distribution"") dataset.

**NEW:**
A representation of broadband services per 250m road segments is now available for download under the “NBD Roads” resource. To generate this dataset, the NBD PHH Speeds information was projected over the nearest road arc from Statistics Canada’s Road Network File, and those roads were spliced in approximately 250m segments.",https://open.canada.ca/data/en/dataset/00a331db-121b-445d-b119-35dbbe3eedd9,1399,1507,3,CSV,2.2451,102
b0488a2e-e784-4b2d-aa88-3a4829b1d708,National Defence,Defence Forms Catalogue Listing,"List of internal Department of National Defence and Canadian Armed Forces forms. This dataset does not provide public access to the forms because they are for internal use only. To access a form, use the Department of National Defence and the Canadian Armed Forces intranet.",https://open.canada.ca/data/en/dataset/b0488a2e-e784-4b2d-aa88-3a4829b1d708,1395,7662,3,CSV,0.705882,17
ca243c40-a6d3-4a46-a578-b4fad4369df0,"Immigration, Refugees and Citizenship Canada",Syrian Refugees Family Composition – Ad Hoc IRCC (Specialized Datasets),"Family composition of Syrian refugees who arrived in Canada as part of the Government of Canada's commitment to resettle Syrian refugees.

Please note that in these datasets, the figures have been suppressed or rounded to prevent the identification of individuals when the datasets are compiled and compared with other publicly available statistics. Values between 0 and 5 are shown as “--“ and all other values are rounded to the nearest multiple of 5. This may result to the sum of the figures not equating to the totals indicated.

Please note that the datasets will not be updated.",https://open.canada.ca/data/en/dataset/ca243c40-a6d3-4a46-a578-b4fad4369df0,1367,2163,3,CSV,2.71082,134
593e9165-c6ce-4f9b-b519-03d315f92cd4,"Immigration, Refugees and Citizenship Canada",Express Entry-Invited Candidates – Monthly IRCC Updates,"Qualified people in the Express Entry pool who have been invited to apply for permanent residence status.

Please note that in these datasets, the figures have been suppressed or rounded to prevent the identification of individuals when the datasets are compiled and compared with other publicly available statistics. Values between 0 and 5 are shown as “--“ and all other values are rounded to the nearest multiple of 5. This may result to the sum of the figures not equating to the totals indicated.",https://open.canada.ca/data/en/dataset/593e9165-c6ce-4f9b-b519-03d315f92cd4,1360,1654,2,XLS,2.81482,27
d9be6bec-47e5-4835-8d01-d2875a8d67ff,Environment and Climate Change Canada,National Pollutant Release Inventory (NPRI) - Geographic Distribution of NPRI-Reporting Facilities - Virtual Globe Format,"These files contain the NPRI map layers in KMZ format for use in Google Earth™ and other “virtual globe” software. Facilities visualized can be filtered by province and by industry type. When selected, each facility generates its own summary report of their releases, disposals and transfers, with hyperlinks directing to the NPRI query site.

The National Pollutant Release Inventory (NPRI) is Canada's public inventory of pollutant releases (to air, water and land), disposals and transfers for recycling. Under the authority of the Canadian Environmental Protection Act, 1999 (CEPA 1999), owners or operators of facilities in Canada that meet the published reporting requirements are required to report to the NPRI.  Reported pollutants include toxic substances, air pollutants and other substances of concern.


More NPRI datasets and mapping products are available here: https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/access.html",https://open.canada.ca/data/en/dataset/d9be6bec-47e5-4835-8d01-d2875a8d67ff,1344,1379,3,OTHER,5.0,1
2ce347e5-02fd-4487-975d-67a435efdf9b,Public Services and Procurement Canada,Goods and Services Identification Number,"The Government of Canada uses Goods and Services Identification Number (GSIN) codes to identify generic product descriptions for its procurement activities. On Buyandsell.gc.ca, GSIN codes connect all of the procurement information, including Tender Notices, Award Notices, Standing Offers and Supply Arrangements, and Contract History. 


The GSIN CSV file published on this page is updated on an “as needed” frequency, when codes are either created or deactivated on Buyandsell.gc.ca. Visit the ""About GSIN Codes"" page to learn more: https://buyandsell.gc.ca/procurement-data/goods-and-services-identification-number/about-gsin-codes. 


The Procurement Data Dictionary offers a description of each data field contained in the GSIN file, as well as other datasets published on Buyandsell.gc.ca. The XML file is meant to be used as a guide for understanding the various data elements. It is updated on an “as needed” frequency to reflect changes to data elements on Buyandsell.gc.ca.",https://open.canada.ca/data/en/dataset/2ce347e5-02fd-4487-975d-67a435efdf9b,1323,3138,3,CSV,2.74606,127
4444b25a-cd38-46b8-bfb8-15e5d28ba4e7,"Innovation, Science and Economic Development Canada",Insolvency Statistics in Canada,"Total Insolvencies, 
Insolvencies Filed by Consumers, 
Insolvencies Filed by Businesses, 
Insolvencies by NAICS Economic Sectors, Canada, 
Insolvencies Filed by Consumers by ER, 
Insolvencies Filed by Businesses by ER, 
Insolvencies Filed by Consumers by Census Metropolitan Area (CMA), 
Insolvencies Filed by Businesses by Census Metropolitan Area (CMA).
[Office of the Superintendent of Bankruptcy Canada]",https://open.canada.ca/data/en/dataset/4444b25a-cd38-46b8-bfb8-15e5d28ba4e7,1301,884,2,XLS,2.97058,17
92214e02-bb86-433e-81b9-c2a78a518e75,Public Services and Procurement Canada,United Nations Standard Products and Services Code,"The international classification system for procurement items called the United Nations Standard Products and Services Code (UNSPSC) will replace the Government of Canada’s Goods and Services Identification Numbers (GSIN) codes in 2017. The GSIN to UNSPSC mapping is currently in development. Once finalized, the mapping will be shared as open data. Visit the “About UNSPSC” page to learn more: https://buyandsell.gc.ca/procurement-data/unspsc/about-unspsc.
The Procurement Data Dictionary offers a description of each data field contained in the UNSPSC file, as well as other datasets published on Buyandsell.gc.ca. The XML file is meant to be used as a guide for understanding the various data elements. It is updated on an “as needed” frequency to reflect changes to data elements on Buyandsell.gc.ca.
",https://open.canada.ca/data/en/dataset/92214e02-bb86-433e-81b9-c2a78a518e75,1294,1748,3,CSV,2.58126,120
1ec92326-47ef-4110-b7ca-959fab03f96d,Transport Canada,Vehicle Recalls Database,"The Vehicles Recall Database is used by the Defect Investigations and Recalls Division to record recalls and monitor recall completion rates pertaining to vehicles, tires, and child restraints.   

The API excludes all the “inconsequential” or “non-safety related” recall data.",https://open.canada.ca/data/en/dataset/1ec92326-47ef-4110-b7ca-959fab03f96d,1271,2382,3,CSV,2.68293,82
ededff77-a021-48d6-89a5-cdbcd75fb4ff,Health Canada,Pest Management Regulatory Agency (PMRA) List of Formulants ,"This dataset contains a list of formulants that are found in pest control products currently registered in Canada under the Pest Control Products Act and Regulations. This list is updated twice a year to reflect the addition of new formulants and the deletion of formulants no longer found in registered pest control products.
(This dataset was last updated on December 19, 2019)
",https://open.canada.ca/data/en/dataset/ededff77-a021-48d6-89a5-cdbcd75fb4ff,1242,1459,3,CSV,3.75,2
800106c1-0b08-401e-8be2-ac45d62e662e,Canadian Radio-television and Telecommunications Commission,Television program logs,List of television program logs submitted by television undertakings. ,https://open.canada.ca/data/en/dataset/800106c1-0b08-401e-8be2-ac45d62e662e,1228,965,3,CSV,2.61458,48
76defa14-473e-41e2-abfa-60021c4d934b,Employment and Social Development Canada,Temporary Foreign Worker Program 2012-2019,"Understanding Labour Market Impact Assessment statistics: This release displays annual Labour Market Impact Assessment (LMIA) statistics related to positions, geographical location, occupations, sectors, Program stream and foreign workers by country of origin. It is important to note that the decision to issue a work permit rests with Immigration, Refugees and Citizenship Canada (IRCC) and that not all positions on a positive LMIA result in a work permit. As well, there may also be a time delay between the date the temporary foreign worker (TFW) obtains the work permit and the date they enter Canada. For these reasons, data provided in the LMIA statistics cannot be used to calculate the number of TFWs that have entered or will enter Canada. IRCC publishes annual statistics on the number of foreign workers who enter Canada in its Facts and Figures publication. These statistics are based on the number of work permits issued at ports of entry and encompass a variety of program streams beyond the Temporary Foreign Worker Program (TFWP), such as temporary residents entering Canada to work, study or for humanitarian and compassionate reasons. 

",https://open.canada.ca/data/en/dataset/76defa14-473e-41e2-abfa-60021c4d934b,1213,1182,3,CSV,2.77778,9
2916fad5-ebcc-4c86-b0f3-4f619b29f412,Treasury Board of Canada Secretariat,Open Government Analytics,"This dataset provides statistics on download counts, visitors, as well as the increase of participation of Government of Canada departments and agencies in supplying more open datasets. All statistics presented, unless otherwise noted, are as of June 18, 2013 to the end of the previous month.",https://open.canada.ca/data/en/dataset/2916fad5-ebcc-4c86-b0f3-4f619b29f412,1196,1236,3,CSV,3.3970599999999997,17
b6aa3033-32fe-412d-8e8b-47e4789d225e,Canada Revenue Agency,"CPP contribution rates, maximums and exemptions",The Maximum Pensionable Earnings and Canada Pension Plan (CPP) rates and amounts for the tax years 1966 to 2020. ,https://open.canada.ca/data/en/dataset/b6aa3033-32fe-412d-8e8b-47e4789d225e,1181,3959,1,OTHER,2.73375,277
8f6b5490-8684-4a0d-91a3-97ba28acc9cd,Privy Council Office,Mandate Letter Tracker,The Results and Delivery Unit at the Privy Council Office provides a status report on all commitments found in the Prime Minister's mandate letters to ministers. ,https://open.canada.ca/data/en/dataset/8f6b5490-8684-4a0d-91a3-97ba28acc9cd,1170,2066,3,CSV,3.49999,19
71bfc122-cd4c-4526-92e7-b5bd8572c3ab,Transport Canada,Companies Registered with Transport Canada to affix the National Safety Mark,"To assist in the identification of companies in Canada that manufacture vehicles that conform with the requirements of the Motor Vehicle Safety Act and the Motor Vehicle Safety Regulations, Transport Canada has compiled a list of those companies by class that are registered and granted authorization to affix the National Safety Mark (NSM).",https://open.canada.ca/data/en/dataset/71bfc122-cd4c-4526-92e7-b5bd8572c3ab,1162,1569,3,CSV,2.9824599999999997,171
bf55e42a-63cb-4556-bfd8-44f26e5a36fe,Health Canada,Drug Product Database - All Files,"        The Drug Product Database (DPD) system captures information on Canadian human, veterinary and disinfectant products approved for use by Health Canada. 
To facilitate the use of the drug product data, multiple Drug Product files are available.
Users can access the complete data set through the “Drug Product” file. 
Subsets of the data can be accessed in the “Drug Product By …” files. The data in these files are filtered based on the current drug product status. For example, only drug product data for Approved products will be found in the “Drug Product By Approved Status” file.
",https://open.canada.ca/data/en/dataset/bf55e42a-63cb-4556-bfd8-44f26e5a36fe,1134,1552,3,CSV,2.71,275
1b026aab-edb3-4d5d-8231-270a09ed4e82,"Immigration, Refugees and Citizenship Canada",Transition from Temporary Resident to Permanent Resident Status – Monthly IRCC Updates,"People who have been granted permanent resident status in Canada with prior temporary resident status.

Please note that in these datasets, the figures have been suppressed or rounded to prevent the identification of individuals when the datasets are compiled and compared with other publicly available statistics. Values between 0 and 5 are shown as “--“ and all other values are rounded to the nearest multiple of 5. This may result to the sum of the figures not equating to the totals indicated.",https://open.canada.ca/data/en/dataset/1b026aab-edb3-4d5d-8231-270a09ed4e82,1108,1228,3,CSV,3.28125,8
c48669a3-045b-400d-b730-48aafe8c5ee6,Fisheries and Oceans Canada,NuSEDS-New Salmon Escapement Database System,"Salmon escapement data constitute important corporate knowledge which must be adequately maintained and accessible. The Salmon Escapement Database (NuSEDS) is the DFO Pacific Region’s central database that stores individual spawner survey data records, spawner abundance estimates and the linkages between the two. Annual abundance estimates are maintained by population, as defined by freshwater location and run timing. Each population is referenced to the location of the stream mouth. The watershed-coding system provides unique stream identification and incorporates the natural organization, direction, and hierarchical nature of stream channels and their tributaries.

The NuSEDS database currently reports salmon spawning observations for 9100+ individual populations but escapement estimates (all levels of survey intensity) are available for 9800+ populations. 

This database contains historic population data starting in the 1920’s (older data for some rivers exists in other formats). Prior to 1995 a standardized form (BC-16) was used to summarize the estimate of the spawning population size, but the historical database lacked the capacity to describe the number of observations, individual counts or methods used to estimate the abundance of the population. In 1995, responsibility for salmon enumeration was moved to the DFO Science section. At that time, the database was re-written to include descriptive information for each abundance estimate, providing underlying data and the estimation method(s). Many of the historic estimates prior to 1995 are labeled Unspecified Returns because the database was limited to storing one estimate for any given stock. As time and resources permit these data are being replaced with more accurate categorization. With the introduction of the Wild Salmon Policy (2005), individual populations within NuSEDS can now be grouped by Conservation Unit.",https://open.canada.ca/data/en/dataset/c48669a3-045b-400d-b730-48aafe8c5ee6,1090,1410,3,CSV,2.12501,114
7ef067c4-07a8-4882-ade3-643d00fd6c49,Canada Revenue Agency,2016 List of charities,"The List of charities presents data on Canadian charities that are registered under the Income Tax Act and are eligible to issue official donation receipts. The data includes details on a charity’s financial information, activities, and directors/like officials. This information is compiled from the annual return each charity must fill out and submit to the Canada Revenue Agency.  The dataset reflects information as provided by the organizations.",https://open.canada.ca/data/en/dataset/7ef067c4-07a8-4882-ade3-643d00fd6c49,1083,934,3,CSV,1.0,2
94fc74d6-9b9a-4c2e-9c6c-45a5092453aa,Public Services and Procurement Canada,"TERMIUM Plus®, the Government of Canada's terminology and linguistic data bank","The Government  of Canada's terminology and linguistic data bank allows users to obtain the latest terminology in nearly all fields, find the equivalent of an acronym, initialism or abbreviation and find expressions using keywords in French, English or another language.
",https://open.canada.ca/data/en/dataset/94fc74d6-9b9a-4c2e-9c6c-45a5092453aa,1082,2643,3,CSV,3.28931,299
9cbaef00-b52c-4a70-9fed-d9aa8263ab74,Health Canada,Canada Vigilance Adverse Reaction Online Database,"The data extract is a series of compressed ASCII text files of the full data set contained in the Canada Vigilance Adverse Reaction Online Database. It is intended for users who are familiar with database structures and setting up their own queries. Find details on the data structure required for the data file in the Canada Vigilance Adverse Reaction Online Database - Data Structure. In order to use the data, the file must be loaded into an existing database or information system provided by the user. The Canada Vigilance Adverse Reaction Online Database contains information about suspected adverse reactions (also known as side effects) to health products, captured from adverse reaction reports submitted to Health Canada by consumers and health professionals, who submit reports voluntarily, as well as by market authorization holders (manufacturers and distributors), who are required to submit reports according to the Food and Drugs Regulations. Information concerning vaccines used for immunization have only been included in the database since January 1, 2011. Indication data has recently been added to the data extract files and the Detailed Adverse Reaction Report. Indication refers to the particular condition for which a health product was taken. For example, diabetes is an indication for insulin. Health products are often authorised for use in treating more than one indication. Note: The database cannot be used on its own to evaluate a health product's safety profile. It does not provide conclusive information on the safety of health products, and is not a substitute for medical advice. Should you have an issue of medical concern, consult a qualified health professional.",https://open.canada.ca/data/en/dataset/9cbaef00-b52c-4a70-9fed-d9aa8263ab74,1060,2052,3,JSON,2.28261,92
f064a144-b4e0-4e9b-9970-e0fc2f84d1a8,Employment and Social Development Canada,Canada Pension Plan (CPP) and Old Age Security (OAS) Annual Statistics Tables,"CPP and OAS Annual Statistics Tables contain historical data on CPP and OAS, average monthly benefits and net payments in fiscal years.",https://open.canada.ca/data/en/dataset/f064a144-b4e0-4e9b-9970-e0fc2f84d1a8,1053,2365,3,CSV,3.20813,203
